NAME,ELO,YEAR
UC-San Diego,1465.92253002,2015.0
Olivet Nazarene,1465.8975317,2014.0
Florida Tech,1465.86817702,2013.0
Florida Tech,1465.86817702,2014.0
Staten Island,1465.85911306,2016.0
Claflin,1465.84525969,2012.0
Ferris State,1465.73015669,2011.0
Lincoln (MO),1465.72213544,2016.0
Lincoln (MO),1465.72213544,2015.0
Lincoln (MO),1465.72213544,2014.0
Lincoln (MO),1465.72213544,2013.0
Lincoln (MO),1465.72213544,2017.0
Medgar Evers,1465.71174666,2017.0
Medgar Evers,1465.71174666,2016.0
Baptist Bible (PA),1465.69966776,2014.0
Oglethorpe,1465.68209982,2014.0
Oglethorpe,1465.68209982,2016.0
Oglethorpe,1465.68209982,2013.0
Oglethorpe,1465.68209982,2015.0
Sam Houston State,1465.60536361,2013.0
Illinois-Springfield,1465.55118627,2013.0
Illinois-Springfield,1465.55118627,2014.0
Dickinson College,1465.52604509,2012.0
Dickinson College,1465.52604509,2013.0
Dickinson College,1465.52604509,2014.0
Dickinson College,1465.52604509,2017.0
Dickinson College,1465.52604509,2011.0
Dickinson College,1465.52604509,2015.0
Dickinson College,1465.52604509,2016.0
Marywood,1465.51646021,2011.0
Whittier,1465.44514884,2016.0
Whittier,1465.44514884,2013.0
Whittier,1465.44514884,2014.0
Whittier,1465.44514884,2015.0
Whittier,1465.44514884,2017.0
Wingate,1465.42257638,2017.0
Wingate,1465.42257638,2014.0
Wingate,1465.42257638,2016.0
Wingate,1465.42257638,2015.0
La Verne,1465.26963366,2011.0
Army,1465.25609834,2017.0
Lipscomb,1465.21337506,2016.0
Maryville (MO),1465.16869075,2012.0
Florida International,1465.14177468,2016.0
Olivet College,1465.10135484,2015.0
Olivet College,1465.10135484,2017.0
Olivet College,1465.10135484,2016.0
Olivet College,1465.10135484,2013.0
Olivet College,1465.10135484,2014.0
Saint Leo,1465.08749762,2014.0
Saint Leo,1465.08749762,2016.0
Saint Leo,1465.08749762,2012.0
Saint Leo,1465.08749762,2015.0
Saint Leo,1465.08749762,2013.0
Saint Leo,1465.08749762,2017.0
North Carolina-Pembroke,1465.01667099,2014.0
North Carolina-Pembroke,1465.01667099,2015.0
North Carolina-Pembroke,1465.01667099,2017.0
North Carolina-Pembroke,1465.01667099,2012.0
North Carolina-Pembroke,1465.01667099,2013.0
North Carolina-Pembroke,1465.01667099,2016.0
Robert Morris (IL),1464.96875956,2011.0
Texas State,1464.87534338,2013.0
Hiram,1464.85093119,2014.0
Hiram,1464.85093119,2015.0
Hiram,1464.85093119,2013.0
Illinois Tech,1464.78365347,2016.0
Messiah,1464.77465485,2017.0
High Point,1464.67353821,2012.0
Oberlin,1464.66394547,2012.0
Oberlin,1464.66394547,2011.0
Angelo State,1464.64024901,2016.0
Angelo State,1464.64024901,2017.0
Suffolk,1464.63626274,2012.0
Mary Washington,1464.62271281,2016.0
Mary Washington,1464.62271281,2017.0
Cal State Maritime,1464.50417533,2012.0
Grand Canyon,1464.47519408,2013.0
Grand Canyon,1464.47519408,2012.0
Greenville (IL),1464.44596057,2011.0
Wheelock,1464.42304493,2014.0
Lafayette,1464.22896478,2011.0
Sarah Lawrence,1464.22608487,2017.0
Grace Bible,1464.21961464,2017.0
Grace Bible,1464.21961464,2016.0
Saint Peter's,1464.14328286,2014.0
Purdue North Central,1464.13248464,2017.0
Purdue North Central,1464.13248464,2016.0
Hampton,1464.11678686,2017.0
Ohio Mid-Western,1464.09607591,2017.0
Ohio Mid-Western,1464.09607591,2015.0
Ohio Mid-Western,1464.09607591,2016.0
Kentucky State,1464.09354111,2014.0
Kentucky State,1464.09354111,2015.0
Saint Xavier (IL),1463.99890483,2017.0
Saint Xavier (IL),1463.99890483,2016.0
Saint Xavier (IL),1463.99890483,2015.0
Wesley,1463.9856913,2015.0
Wesley,1463.9856913,2012.0
Wesley,1463.9856913,2013.0
Wesley,1463.9856913,2014.0
Chatham,1463.98511319,2017.0
Saint Mary's (MN),1463.88598204,2017.0
Millersville,1463.85814438,2017.0
Cleveland State,1463.80579318,2016.0
West Virginia Wesleyan,1463.70035533,2017.0
Daniel Webster,1463.69480497,2013.0
Schreiner,1463.68877873,2012.0
Keystone,1463.57146833,2015.0
Keystone,1463.57146833,2016.0
Goldey-Beacom,1463.49600772,2015.0
Tennessee State,1463.48404926,2011.0
Frostburg State,1463.46882925,2017.0
Black Hills State,1463.44958733,2014.0
Louisiana State-Shreveport,1463.43219177,2016.0
McKendree,1463.41824035,2017.0
Tulane,1463.41430781,2017.0
Tennessee Temple,1463.39283463,2012.0
Morrisville State,1463.18861568,2017.0
Morrisville State,1463.18861568,2015.0
Morrisville State,1463.18861568,2016.0
Sacramento State,1463.16911475,2014.0
Duquesne,1463.1408634,2017.0
Green Bay,1463.10723276,2011.0
Lafayette,1463.02464586,2014.0
Fairleigh Dickinson-Florham,1462.99729323,2015.0
Mercy,1462.87354521,2013.0
Mercy,1462.87354521,2012.0
Mercy,1462.87354521,2015.0
Mercy,1462.87354521,2014.0
Hartford,1462.85323552,2013.0
Moravian,1462.83822011,2017.0
Abilene Christian,1462.75181318,2017.0
Mt. St. Joseph,1462.74100194,2017.0
Elon,1462.62625966,2012.0
Coe,1462.61183492,2016.0
Coe,1462.61183492,2015.0
Coe,1462.61183492,2014.0
Salem International,1462.56652033,2017.0
Massachusetts Institute of Technology,1462.54969115,2013.0
Point Loma Nazarene,1462.4512152,2017.0
Point Loma Nazarene,1462.4512152,2016.0
Northwest Indian College,1462.44755301,2014.0
Northwest Indian College,1462.44755301,2013.0
Northwest Indian College,1462.44755301,2015.0
Rio Grande,1462.42725049,2012.0
Paine,1462.33380243,2015.0
College of Charleston,1462.16333219,2014.0
Dallas Baptist,1462.04661933,2015.0
Dallas Baptist,1462.04661933,2014.0
Dallas Baptist,1462.04661933,2016.0
Dallas Baptist,1462.04661933,2017.0
Cal State San Marcos,1461.73713168,2012.0
Haverford,1461.73533219,2014.0
Haverford,1461.73533219,2016.0
Haverford,1461.73533219,2015.0
Haverford,1461.73533219,2017.0
Lindsey Wilson,1461.73086919,2017.0
Lindsey Wilson,1461.73086919,2014.0
Lindsey Wilson,1461.73086919,2015.0
Lindsey Wilson,1461.73086919,2013.0
Lindsey Wilson,1461.73086919,2016.0
Lindsey Wilson,1461.73086919,2012.0
Ohio Valley,1461.71984477,2014.0
Emory & Henry,1461.71596315,2013.0
Emory & Henry,1461.71596315,2012.0
Valley Forge,1461.71537638,2017.0
Union (TN),1461.6617708,2017.0
Urbana,1461.52800717,2012.0
Urbana,1461.52800717,2011.0
Mitchell,1461.50742488,2015.0
Mitchell,1461.50742488,2016.0
UC-Riverside,1461.40172569,2012.0
Carroll (MT),1461.3265664,2013.0
North Dakota State,1461.30112727,2011.0
Washington & Lee,1461.22224578,2015.0
Washington & Lee,1461.22224578,2017.0
Washington & Lee,1461.22224578,2014.0
Washington & Lee,1461.22224578,2016.0
Central Methodist,1461.17771658,2016.0
Central Methodist,1461.17771658,2015.0
Central Methodist,1461.17771658,2017.0
Central Methodist,1461.17771658,2014.0
McMurry,1461.13924779,2013.0
McMurry,1461.13924779,2012.0
Doane College,1461.11336499,2017.0
Wentworth,1461.01467415,2013.0
Wentworth,1461.01467415,2012.0
Wentworth,1461.01467415,2014.0
Thiel,1460.95800408,2015.0
Rowan,1460.9076044,2017.0
Young Harris,1460.83806554,2014.0
Eckerd,1460.83274816,2017.0
Eckerd,1460.83274816,2016.0
Wayland Baptist,1460.80661762,2011.0
Wayland Baptist,1460.80661762,2012.0
Concordia (MI),1460.79678463,2013.0
Concordia (MI),1460.79678463,2012.0
Miles,1460.74124115,2012.0
Kenyon,1460.71392581,2016.0
Southeast Missouri State,1460.65152273,2012.0
Hampden-Sydney,1460.49393753,2017.0
Hampden-Sydney,1460.49393753,2016.0
Hampden-Sydney,1460.49393753,2015.0
Dakota State,1460.38072077,2015.0
Dakota State,1460.38072077,2014.0
Dakota State,1460.38072077,2016.0
Dakota State,1460.38072077,2017.0
SUNY-Oswego,1460.37674892,2017.0
SUNY-Oswego,1460.37674892,2014.0
SUNY-Oswego,1460.37674892,2012.0
SUNY-Oswego,1460.37674892,2015.0
SUNY-Oswego,1460.37674892,2013.0
SUNY-Oswego,1460.37674892,2016.0
Chapman,1460.33783179,2016.0
Chapman,1460.33783179,2017.0
Selma University,1460.21112368,2014.0
NJIT,1460.09528522,2013.0
Canisius,1460.05983589,2016.0
Minnesota-Duluth,1459.9932324,2014.0
Mars Hill,1459.81073545,2013.0
Rust,1459.79650721,2015.0
Rust,1459.79650721,2013.0
Rust,1459.79650721,2012.0
Rust,1459.79650721,2014.0
Rust,1459.79650721,2016.0
Western Illinois,1459.72380765,2016.0
Penn State-Harrisburg,1459.72354204,2015.0
Coe,1459.72348972,2017.0
Southwest State (MN),1459.66392056,2013.0
Iowa,1459.59883165,2011.0
Adams State,1459.52771803,2017.0
Adams State,1459.52771803,2016.0
Cal State Northridge,1459.49385252,2017.0
Coastal Carolina,1459.47956936,2013.0
Arkansas-Fort Smith,1459.47719566,2017.0
East-West,1459.35416358,2017.0
North Carolina A&T,1459.34251468,2011.0
Penn State-Beaver,1459.32814806,2016.0
Penn State-Beaver,1459.32814806,2017.0
Penn State-Beaver,1459.32814806,2015.0
Dartmouth,1459.31283263,2016.0
Hood,1459.29909256,2015.0
Hood,1459.29909256,2016.0
Arkansas State,1459.11467313,2012.0
Truman State,1459.00449153,2013.0
Trevecca Nazarene,1458.88765586,2016.0
Farmingdale State,1458.88092496,2017.0
Farmingdale State,1458.88092496,2016.0
George Washington,1458.83395352,2012.0
Corban,1458.75485121,2017.0
South Alabama,1458.63018555,2014.0
Mount St. Joseph,1458.59468894,2013.0
Belhaven (MS),1458.57675787,2014.0
Pacifica,1458.56655378,2012.0
Peace,1458.48473778,2017.0
Monmouth,1458.47792405,2012.0
Albion,1458.47767091,2014.0
Southern Arkansas,1458.44512251,2014.0
Cameron,1458.3488316,2012.0
Multnomah,1458.30156894,2017.0
Multnomah,1458.30156894,2016.0
Atlanta Christian,1458.25203944,2017.0
Atlanta Christian,1458.25203944,2015.0
Atlanta Christian,1458.25203944,2014.0
Atlanta Christian,1458.25203944,2013.0
Atlanta Christian,1458.25203944,2016.0
Atlanta Christian,1458.25203944,2012.0
Missouri Valley,1458.19482213,2012.0
Purdue Calumet,1458.17935963,2013.0
Tiffin,1458.16831902,2016.0
Tiffin,1458.16831902,2017.0
College of New Jersey,1458.1389726,2011.0
Wiley,1457.99307484,2013.0
Wiley,1457.99307484,2012.0
Cal Poly,1457.90847698,2016.0
Colby-Sawyer,1457.86735544,2015.0
Colby-Sawyer,1457.86735544,2014.0
Colby-Sawyer,1457.86735544,2017.0
Colby-Sawyer,1457.86735544,2013.0
Colby-Sawyer,1457.86735544,2016.0
UC-San Diego,1457.86266787,2017.0
UC-San Diego,1457.86266787,2016.0
Maine-Presque Isle,1457.68108694,2017.0
Siena Heights,1457.67777115,2014.0
Siena Heights,1457.67777115,2015.0
Marshall,1457.67417732,2014.0
University of the Southwest,1457.58909181,2012.0
University of the Southwest,1457.58909181,2011.0
Mid-Continent,1457.56901097,2012.0
Mid-Continent,1457.56901097,2013.0
Illinois-Springfield,1457.56396176,2015.0
Notre Dame de Namur,1457.44625094,2014.0
Illinois-Chicago,1457.42470132,2015.0
Bryn Athyn,1457.41848075,2017.0
Portland State,1457.29939347,2017.0
Arizona State,1457.29087304,2011.0
Cincinnati-Clermont,1457.15438271,2015.0
Pfeiffer,1457.05146923,2016.0
Pfeiffer,1457.05146923,2015.0
North Texas,1457.0315027,2013.0
Trinity Christian,1456.99206405,2014.0
Trinity Christian,1456.99206405,2013.0
Earlham (IN),1456.97852973,2016.0
Earlham (IN),1456.97852973,2015.0
Earlham (IN),1456.97852973,2017.0
Trinity International (IL),1456.78017078,2015.0
Montana State-Billings,1456.62374245,2017.0
Montana State-Billings,1456.62374245,2016.0
Montana State-Billings,1456.62374245,2014.0
Montana State-Billings,1456.62374245,2015.0
LeTourneau,1456.6044988,2013.0
Spalding,1456.51921836,2012.0
Lake Erie,1456.48546298,2013.0
Lake Erie,1456.48546298,2016.0
Lake Erie,1456.48546298,2014.0
Lake Erie,1456.48546298,2015.0
Cumberland,1456.4009032,2017.0
Rhode Island,1456.3387058,2012.0
Presentation College,1456.32835934,2015.0
Presentation College,1456.32835934,2016.0
Brown,1456.26990527,2014.0
Mary,1456.24650998,2015.0
Mary,1456.24650998,2016.0
Mary,1456.24650998,2014.0
Mary,1456.24650998,2013.0
Erskine,1456.19356276,2012.0
Erskine,1456.19356276,2014.0
Erskine,1456.19356276,2013.0
Western Michigan,1456.13709657,2012.0
Hartwick,1456.01008446,2016.0
Hartwick,1456.01008446,2017.0
Hartwick,1456.01008446,2015.0
Eastern New Mexico,1456.0046332,2016.0
Eastern New Mexico,1456.0046332,2014.0
Eastern New Mexico,1456.0046332,2015.0
Eastern New Mexico,1456.0046332,2013.0
Thomas (ME),1455.94419773,2017.0
Thomas (ME),1455.94419773,2015.0
Thomas (ME),1455.94419773,2016.0
Bowling Green State,1455.92798123,2014.0
West Coast Baptist,1455.91020571,2017.0
Truett-McConnell,1455.73948404,2014.0
Marymount (VA),1455.70333415,2013.0
Marymount (VA),1455.70333415,2016.0
Marymount (VA),1455.70333415,2015.0
Marymount (VA),1455.70333415,2017.0
Marymount (VA),1455.70333415,2014.0
Fresno Pacific,1455.69635446,2012.0
Hawaii-Hilo,1455.63590575,2014.0
Caldwell,1455.61003227,2016.0
Caldwell,1455.61003227,2017.0
Caldwell,1455.61003227,2015.0
Caldwell,1455.61003227,2014.0
James Madison,1455.58842773,2014.0
Dillard,1455.52018091,2011.0
Jacksonville,1455.43720235,2016.0
Chowan,1455.43479115,2013.0
Chowan,1455.43479115,2012.0
St. Francis (NY),1455.19747201,2014.0
Aquinas,1455.17227963,2016.0
Aquinas,1455.17227963,2017.0
Chaminade,1455.12220075,2011.0
Indiana-South Bend,1455.07447944,2017.0
Indiana-South Bend,1455.07447944,2015.0
Indiana-South Bend,1455.07447944,2016.0
Mitchell,1455.03356357,2017.0
Asbury,1454.99279361,2011.0
Indiana Tech,1454.95727593,2016.0
Indiana Tech,1454.95727593,2015.0
Indiana Tech,1454.95727593,2014.0
Indiana Tech,1454.95727593,2017.0
UC-Merced,1454.88947291,2013.0
Hiram,1454.8460715,2016.0
Alabama-Huntsville,1454.82578597,2013.0
Charlotte,1454.82168838,2012.0
Northwest Oklahoma State,1454.77175693,2011.0
UC-Santa Cruz,1454.74777168,2011.0
Wake Forest,1454.65112252,2012.0
Cal State Northridge,1454.50293282,2016.0
Eastern,1454.48123678,2013.0
Texas Lutheran,1454.3985279,2012.0
Cal State Dominguez Hills,1454.3456754,2014.0
Louisiana-Monroe,1454.29993182,2017.0
Northeastern,1454.24069696,2011.0
Coast Guard,1454.22894311,2017.0
Coast Guard,1454.22894311,2016.0
Coast Guard,1454.22894311,2015.0
Harris-Stowe,1454.14344009,2014.0
Harris-Stowe,1454.14344009,2012.0
Harris-Stowe,1454.14344009,2013.0
Brigham Young-Hawaii,1454.11757919,2012.0
Massachusetts Institute of Technology,1454.04470991,2014.0
Minnesota-Duluth,1454.01315718,2015.0
Anderson (IN),1453.99926478,2012.0
Anderson (IN),1453.99926478,2013.0
Georgia Tech,1453.99741193,2012.0
Judson,1453.99691592,2012.0
Emerson,1453.96160172,2016.0
Florida Memorial,1453.95493025,2011.0
Florida Memorial,1453.95493025,2013.0
Florida Memorial,1453.95493025,2012.0
Grambling,1453.9501443,2011.0
Concordia (OR),1453.89658227,2015.0
Holy Cross (IN),1453.86011769,2016.0
Holy Cross (IN),1453.86011769,2013.0
Holy Cross (IN),1453.86011769,2015.0
Holy Cross (IN),1453.86011769,2014.0
Holy Cross (IN),1453.86011769,2017.0
Southern Utah,1453.72913486,2011.0
Pennsylvania,1453.71232295,2016.0
Kennesaw State,1453.62027779,2016.0
DePaul,1453.60702189,2012.0
Covenant,1453.5982693,2013.0
Lamar,1453.4586392,2011.0
Rider,1453.30629516,2014.0
Waldorf,1453.24863481,2012.0
Texas Wesleyan,1453.19806042,2017.0
Texas Wesleyan,1453.19806042,2016.0
Westmont,1453.09672327,2015.0
Westmont,1453.09672327,2013.0
Westmont,1453.09672327,2017.0
Westmont,1453.09672327,2016.0
Westmont,1453.09672327,2014.0
Molloy,1453.08839064,2017.0
Notre Dame (CA),1453.07846066,2017.0
Trevecca Nazarene,1452.95185475,2017.0
Marist,1452.94163334,2012.0
Pfeiffer,1452.85669916,2017.0
Youngstown State,1452.82438048,2016.0
Master's,1452.63045049,2015.0
Saginaw Valley State,1452.62133908,2017.0
Saginaw Valley State,1452.62133908,2012.0
Saginaw Valley State,1452.62133908,2016.0
Saginaw Valley State,1452.62133908,2014.0
Saginaw Valley State,1452.62133908,2015.0
Saginaw Valley State,1452.62133908,2013.0
Michigan-Dearborn,1452.52482831,2017.0
Michigan-Dearborn,1452.52482831,2016.0
Liberty,1452.51199974,2016.0
Houghton,1452.48583014,2017.0
Houghton,1452.48583014,2014.0
Houghton,1452.48583014,2015.0
Houghton,1452.48583014,2016.0
Eastern Washington,1452.48133332,2012.0
Limestone,1452.36905996,2016.0
Limestone,1452.36905996,2015.0
Winthrop,1452.33648599,2011.0
Coker,1452.31891212,2013.0
Sam Houston State,1452.31334673,2012.0
St. Edward's,1452.17578353,2011.0
St. Edward's,1452.17578353,2012.0
Philander Smith,1452.14345304,2012.0
Southern Arkansas,1452.14030467,2016.0
Southern Arkansas,1452.14030467,2017.0
Southern Arkansas,1452.14030467,2015.0
Norfolk State,1452.06166221,2011.0
Missouri-Kansas City,1452.04257488,2015.0
College of Idaho,1451.94717086,2015.0
College of Idaho,1451.94717086,2014.0
College of Idaho,1451.94717086,2013.0
Roanoke,1451.93047008,2016.0
Roanoke,1451.93047008,2015.0
Roanoke,1451.93047008,2014.0
Roanoke,1451.93047008,2017.0
Auburn Montgomery,1451.91770736,2012.0
Auburn Montgomery,1451.91770736,2011.0
Haskell Indian Nations Institute,1451.90971572,2013.0
Haskell Indian Nations Institute,1451.90971572,2012.0
NYIT,1451.85055606,2016.0
NYIT,1451.85055606,2015.0
Auburn,1451.81566751,2013.0
Northwood (MI),1451.77020863,2017.0
Northwood (MI),1451.77020863,2016.0
Northwood (MI),1451.77020863,2011.0
Northwood (MI),1451.77020863,2013.0
Northwood (MI),1451.77020863,2015.0
Northwood (MI),1451.77020863,2014.0
Northwood (MI),1451.77020863,2012.0
Central Connecticut State,1451.7684191,2012.0
Cal State Monterey Bay,1451.76462566,2013.0
Cal State Monterey Bay,1451.76462566,2015.0
Cal State Monterey Bay,1451.76462566,2012.0
Cal State Monterey Bay,1451.76462566,2014.0
Wilberforce,1451.74358592,2014.0
Wilberforce,1451.74358592,2013.0
Wilberforce,1451.74358592,2012.0
Navy,1451.72201379,2016.0
Berea,1451.72152401,2013.0
Berea,1451.72152401,2014.0
North Carolina Wesleyan,1451.63673894,2011.0
North Carolina Wesleyan,1451.63673894,2012.0
Guilford,1451.59670741,2015.0
Guilford,1451.59670741,2016.0
Guilford,1451.59670741,2014.0
Guilford,1451.59670741,2017.0
Northern Kentucky,1451.55041205,2013.0
Loyola (IL),1451.53346722,2013.0
Eastern New Mexico,1451.50785331,2017.0
Trinity Baptist,1451.40767089,2012.0
Bluefield State,1451.4001841,2017.0
Bluefield State,1451.4001841,2015.0
Bluefield State,1451.4001841,2016.0
Marygrove,1451.37178586,2013.0
Southern-New Orleans,1451.36609904,2013.0
Southern-New Orleans,1451.36609904,2014.0
Rogers State,1451.34998993,2016.0
Rogers State,1451.34998993,2015.0
Rogers State,1451.34998993,2013.0
Rogers State,1451.34998993,2012.0
Rogers State,1451.34998993,2014.0
East Mennonite,1451.33693067,2017.0
Portland,1451.29704462,2013.0
Kenyon,1451.25178774,2017.0
Catawba,1451.24590248,2015.0
Arcadia,1451.17814541,2017.0
Arcadia,1451.17814541,2013.0
Arcadia,1451.17814541,2016.0
Arcadia,1451.17814541,2015.0
Arcadia,1451.17814541,2014.0
George Fox,1451.1124648,2015.0
George Fox,1451.1124648,2013.0
George Fox,1451.1124648,2014.0
Holy Names,1451.10144624,2012.0
Lyndon State,1451.08355455,2012.0
Montana Western,1451.06350205,2013.0
Southeastern Louisiana,1451.04006048,2013.0
Coastal Georgia,1451.00803644,2014.0
Coastal Georgia,1451.00803644,2013.0
Coastal Georgia,1451.00803644,2015.0
Virginia-Lynchburg,1451.00153081,2013.0
Oakland City,1450.96242153,2011.0
Bacone,1450.95848298,2015.0
Bacone,1450.95848298,2016.0
Bacone,1450.95848298,2014.0
Bacone,1450.95848298,2017.0
Great Falls,1450.91702104,2011.0
Willamette,1450.91181533,2012.0
York (NE),1450.86287687,2017.0
York (NE),1450.86287687,2016.0
Huston-Tillotson,1450.65058611,2011.0
Trinity (FL),1450.61773186,2014.0
Trinity (FL),1450.61773186,2015.0
Alice Lloyd,1450.60048659,2012.0
Toccoa Falls,1450.57313577,2012.0
Notre Dame de Namur,1450.43528058,2015.0
Notre Dame de Namur,1450.43528058,2017.0
Notre Dame de Namur,1450.43528058,2016.0
Jackson State,1450.33895223,2011.0
College of Idaho,1450.28135912,2017.0
College of Idaho,1450.28135912,2016.0
Columbia International,1450.23529452,2014.0
Warner Southern,1450.2008141,2011.0
Lees-McRae,1450.08327994,2012.0
Indiana-East,1450.0255564,2017.0
Indiana-East,1450.0255564,2016.0
Indiana-East,1450.0255564,2013.0
Indiana-East,1450.0255564,2014.0
Indiana-East,1450.0255564,2015.0
Sul Ross State,1449.96647266,2016.0
Malone,1449.96416343,2012.0
Nicholls State,1449.92382555,2014.0
St. Catharine,1449.84559685,2015.0
Minot State,1449.81090427,2012.0
Minot State,1449.81090427,2011.0
Baruch College,1449.80903556,2016.0
Baruch College,1449.80903556,2014.0
Baruch College,1449.80903556,2015.0
Baruch College,1449.80903556,2017.0
Dallas Christian,1449.80849138,2011.0
Bluefield College (VA),1449.77061383,2011.0
Sewanee,1449.76377961,2016.0
Sewanee,1449.76377961,2014.0
Sewanee,1449.76377961,2015.0
Susquehanna,1449.75932124,2016.0
Susquehanna,1449.75932124,2015.0
Susquehanna,1449.75932124,2017.0
Pacific Lutheran,1449.74022691,2013.0
Union (NY),1449.66153224,2017.0
Paul Quinn,1449.5982647,2016.0
Olivet Nazarene,1449.56184,2016.0
Olivet Nazarene,1449.56184,2015.0
Massachusetts Institute of Technology,1449.55912553,2015.0
Fort Valley State,1449.50060304,2014.0
Concordia (OR),1449.22336412,2016.0
Western State,1449.1675381,2011.0
Central Baptist,1449.15826649,2012.0
Central Baptist,1449.15826649,2011.0
Florida Atlantic,1449.08197267,2017.0
Cal State East Bay,1449.06381895,2015.0
Fordham,1448.99186206,2014.0
Mary,1448.83728062,2017.0
Jackson State,1448.73656312,2016.0
Talladega,1448.73124374,2011.0
Truman State,1448.44410857,2014.0
William Jewell,1448.43657814,2015.0
Tennessee Wesleyan,1448.27615046,2016.0
Brescia,1448.23061241,2012.0
Madonna,1448.21725193,2015.0
Madonna,1448.21725193,2014.0
Madonna,1448.21725193,2013.0
Texas College,1448.15492517,2016.0
Anderson (SC),1448.14727494,2016.0
Anderson (SC),1448.14727494,2015.0
South Florida,1448.02276421,2011.0
Rio Grande,1448.02030434,2013.0
Concordia (OR),1448.01786054,2017.0
Southern Illinois,1447.96355735,2011.0
Valley City State,1447.94781808,2012.0
Maine-Fort Kent,1447.93432161,2015.0
Texas-San Antonio,1447.88757137,2013.0
Webber,1447.88723376,2011.0
Southwest State (MN),1447.84185197,2017.0
Southwest State (MN),1447.84185197,2014.0
Southwest State (MN),1447.84185197,2016.0
Southwest State (MN),1447.84185197,2015.0
Longwood,1447.82672785,2011.0
William Jessup,1447.62802932,2012.0
William Jessup,1447.62802932,2013.0
William Jessup,1447.62802932,2011.0
Hope International,1447.57230177,2012.0
Tuskegee,1447.56869355,2015.0
Tuskegee,1447.56869355,2014.0
Tuskegee,1447.56869355,2016.0
Tuskegee,1447.56869355,2017.0
Kentucky Christian,1447.53613025,2015.0
Georgia Southwestern,1447.53439698,2012.0
Georgia Southwestern,1447.53439698,2011.0
Geneva,1447.51238583,2016.0
Geneva,1447.51238583,2017.0
Gwynedd-Mercy,1447.35896657,2013.0
Simpson,1447.33937286,2015.0
Anderson (IN),1447.20830753,2014.0
Anderson (IN),1447.20830753,2016.0
Anderson (IN),1447.20830753,2017.0
Anderson (IN),1447.20830753,2015.0
Southeastern Oklahoma State,1447.17616173,2016.0
UC-Irvine,1447.10822214,2012.0
Mount St. Joseph,1447.10757798,2014.0
Mount St. Joseph,1447.10757798,2016.0
Mount St. Joseph,1447.10757798,2017.0
Mount St. Joseph,1447.10757798,2015.0
LeMoyne-Owen,1447.09028857,2012.0
Ferrum,1447.07031525,2014.0
Loyola (LA),1447.02767471,2011.0
New Hope Christian,1447.01442473,2016.0
Kean,1446.90499662,2012.0
Kean,1446.90499662,2013.0
Kean,1446.90499662,2011.0
Boston College,1446.79548769,2012.0
LeTourneau,1446.78895022,2016.0
LeTourneau,1446.78895022,2015.0
LeTourneau,1446.78895022,2014.0
Southern Wesleyan,1446.77831098,2014.0
Southern Wesleyan,1446.77831098,2013.0
Southern Wesleyan,1446.77831098,2015.0
Southern Wesleyan,1446.77831098,2016.0
Limestone,1446.75862241,2017.0
Lesley,1446.75258564,2015.0
Lesley,1446.75258564,2014.0
Lesley,1446.75258564,2016.0
MacMurray,1446.68935691,2011.0
Mount Ida College,1446.67075424,2012.0
Wesley,1446.60063152,2017.0
Wesley,1446.60063152,2016.0
Eastern Kentucky,1446.59404044,2011.0
Bluefield (WV),1446.59318745,2014.0
Hardin-Simmons,1446.46395908,2013.0
Elon,1446.39832255,2011.0
Brown,1446.39770921,2015.0
NYU-Poly,1446.39449642,2015.0
NYU-Poly,1446.39449642,2016.0
NYU-Poly,1446.39449642,2013.0
NYU-Poly,1446.39449642,2017.0
NYU-Poly,1446.39449642,2014.0
NYU-Poly,1446.39449642,2012.0
Florida College,1446.24934321,2014.0
King (TN),1446.20958804,2015.0
King (TN),1446.20958804,2016.0
King (TN),1446.20958804,2017.0
Tabor College,1446.14208623,2011.0
Linfield,1446.13423094,2013.0
Linfield,1446.13423094,2015.0
Linfield,1446.13423094,2012.0
Linfield,1446.13423094,2014.0
Missouri S&T,1446.05260918,2016.0
Missouri S&T,1446.05260918,2015.0
Staten Island,1445.95004151,2017.0
Montana Tech,1445.95003622,2011.0
Master's,1445.80157875,2016.0
Union (KY),1445.75715094,2012.0
Union (KY),1445.75715094,2011.0
East Texas Baptist,1445.73607146,2015.0
East Texas Baptist,1445.73607146,2013.0
East Texas Baptist,1445.73607146,2017.0
East Texas Baptist,1445.73607146,2016.0
East Texas Baptist,1445.73607146,2014.0
Oglethorpe,1445.72849386,2017.0
Walla Walla,1445.70243303,2013.0
Missouri-Kansas City,1445.70042016,2016.0
Simpson (CA),1445.43532454,2013.0
Ohio Valley,1445.29129962,2016.0
Ohio Valley,1445.29129962,2015.0
Ohio Valley,1445.29129962,2017.0
Lynchburg,1445.27229285,2017.0
Lynchburg,1445.27229285,2016.0
Lynchburg,1445.27229285,2012.0
Lynchburg,1445.27229285,2014.0
Lynchburg,1445.27229285,2015.0
Lynchburg,1445.27229285,2013.0
Ave Maria,1445.2357049,2013.0
Bryant,1445.22487012,2014.0
McMurry,1445.20669532,2014.0
McMurry,1445.20669532,2015.0
Ohio Dominican,1445.19332468,2014.0
Ohio Dominican,1445.19332468,2013.0
Savannah State,1445.14525056,2017.0
Bowling Green State,1445.04778947,2011.0
Chestnut Hill,1444.99404676,2017.0
Chestnut Hill,1444.99404676,2016.0
Loyola (MD),1444.96821881,2017.0
Lafayette,1444.96088751,2012.0
