TEAM,ELO,YEAR
Wayland Baptist,1363.9027309593853,2015
IPFW,1623.5491781032556,2015
North Carolina State,1959.3163907353016,2015
Talladega,1399.8629229340095,2015
Kentucky,2349.5780217013607,2015
Eastern New Mexico,1449.9750254190733,2015
Huntington,1470.0,2015
Central Baptist,1259.265354563456,2015
Arizona Christian,1373.0901623856262,2015
Redlands,1423.9944769960287,2015
North Dakota,1290.6506311887779,2015
Langston,1423.8705668734474,2015
Oral Roberts,1679.6005100327952,2015
District of Columbia,1405.3551328840053,2015
Alabama A&M,1263.69406664016,2015
UC-Davis,1780.0734703399987,2015
Oakland,1645.1791077760465,2015
Mount St. Mary's,1486.8027089123557,2015
American International,1479.0603533622618,2015
Thomas More,1483.3580706204461,2015
Sacred Heart,1442.803981468018,2015
Wilberforce,1418.3255168392184,2015
Florida International,1597.6201712067852,2015
James Madison,1609.863626753361,2015
Franklin Pierce,1489.7298805760324,2015
Oberlin,1357.5461415375044,2015
Cal State Dominguez Hills,1420.712823484147,2015
Our Lady of the Lake,1422.8320025936548,2015
Texas-Tyler,1321.0209735105277,2015
North Carolina-Pembroke,1457.9228645371236,2015
Brescia,1373.647519046442,2015
Illinois,1862.3588649817136,2015
Southwest State (MN),1441.4427436658057,2015
North Florida,1732.7659149403985,2015
Louisiana College,1229.957487619274,2015
Rogers State,1442.74676223441,2015
Erskine,1419.115408923804,2015
Eastern Kentucky,1665.94848869563,2015
Toledo,1710.4934786077217,2015
Penn State-Altoona,1464.0994563840825,2015
Mid-Atlantic Christian,1476.1856283400275,2015
Eckerd,1473.8776761315637,2015
South Florida,1477.809927743178,2015
Weber State,1478.564694862683,2015
Emory & Henry,1422.2031990146565,2015
Boston College,1743.3932994533554,2015
Green Bay,1804.6812426476215,2015
Montana State-Billings,1449.5170630977993,2015
North Dakota State,1835.5202642503043,2015
Whitman,1459.348845475622,2015
Santa Clara,1629.8024944737492,2015
Carver Bible,1355.230693172508,2015
SUNY-Cobleskill,1425.8871574059926,2015
Southern Utah,1397.5506334875993,2015
Fredonia State,1467.1922943080754,2015
Wyoming,1879.8972172079586,2015
Coastal Georgia,1442.3392939471482,2015
Keystone,1457.1261363632611,2015
Air Force,1655.9621418045413,2015
Simpson (CA),1391.1159808645898,2015
Chadron State,1474.197675358197,2015
Young Harris,1434.0702133501345,2015
Presentation College,1447.931580077063,2015
Cairn,1398.7926262865033,2015
Maryland-Baltimore County,1097.6173697090114,2015
Baruch College,1439.8935880999684,2015
Boise State,1940.4552451990974,2015
Flagler,1471.363531655507,2015
Newman,1492.6465248039258,2015
St. Mary's (MD),1464.221937461333,2015
Mary Washington,1472.5839895213328,2015
Pennsylvania,1424.9387703963962,2015
Cheyney,1393.2459828008816,2015
Saint Peter's,1500.3158218070791,2015
King (TN),1435.7951845231087,2015
Wilmington (OH),1464.5135867494425,2015
Lake Erie,1449.393439670399,2015
Hawaii Pacific,1427.1590722227281,2015
New Orleans,1400.4359621691322,2015
Roanoke,1442.3947620516253,2015
Lyon,1243.790807874478,2015
Mount Ida College,1386.9491047944134,2015
Salve Regina,1472.8708582075233,2015
Hawaii-Hilo,1429.493826637853,2015
Incarnate Word,1593.4844670945222,2015
Robert Morris (IL),1314.6141923219916,2015
Northwest Washington,1465.3011372620329,2015
Fordham,1558.1368931099935,2015
Coker,1421.7953857349346,2015
Lenoir-Rhyne,1415.3775440590518,2015
Merchant Marine,1474.0783166457588,2015
UC-Riverside,1537.7729100813606,2015
Michigan,1868.5766998598788,2015
Denver,1532.7621098456486,2015
Rider,1637.5579244327237,2015
Valparaiso,1900.915766850754,2015
Concordia (MI),1402.3885720257706,2015
Northwest University,1430.0473913087812,2015
Dallas Baptist,1455.0405049547833,2015
St. Thomas Aquinas,1477.4856533660243,2015
New Mexico Highlands,1486.4561404537221,2015
Spalding,1419.8061377495003,2015
Transylvania,1473.4649745384008,2015
Virginia Union,1478.9498306784062,2015
Texas-San Antonio,1516.8834906058314,2015
Virginia Wise,1249.060819980184,2015
Northwestern,1781.0093395643821,2015
Wichita State,2090.50085625994,2015
Stanford,1855.0399747641868,2015
Idaho,1436.3801215588753,2015
Voorhees,1417.6828465899848,2015
Colgate,1553.3689401072327,2015
Kenyon,1476.0304782426924,2015
Saint Joseph's,1658.165924859522,2015
Bridgewater (VA),1405.2088111696007,2015
Kalamazoo,1480.2955574835978,2015
New Mexico State,1824.942027444024,2015
Notre Dame (OH),1406.392683904415,2015
Columbia International,1359.9787663328882,2015
Ave Maria,1364.388498061644,2015
Winthrop,1600.1868621130193,2015
Georgia Southwestern,1428.1060763774885,2015
Austin Peay,1352.983766338642,2015
Saginaw Valley State,1444.131645605189,2015
Thomas University,1350.8890033239397,2015
Sewanee,1440.5738383979092,2015
Valley City State,1400.6171452237934,2015
Florida State,1879.37772265516,2015
Edward Waters,1306.6580276557713,2015
Oregon State,1723.806067799075,2015
UCLA,1961.201078200859,2015
Georgia State,1810.250516852074,2015
Tennessee Wesleyan,1467.4160104786672,2015
Hendrix,1391.0314544499743,2015
Texas,1932.1355471604602,2015
Loyola Marymount,1478.7538381023237,2015
Grand Canyon,1532.7605465023953,2015
Harvard,1837.099808571195,2015
Drexel,1496.4684891109987,2015
Victory,1338.1937838413114,2015
Ferrum,1422.7019661690126,2015
Mid-Continent,1401.4624550274686,2015
Johnson & Wales (NC),1221.5636953170429,2015
Trinity (FL),1441.4208969804656,2015
Florida Christian,1322.959196870475,2015
Albright,1464.3130494893308,2015
IUPUI,1432.90943792386,2015
Methodist,1418.2972498611182,2015
Oklahoma State,1855.7482063097427,2015
Benedictine (IL),1404.5915868629031,2015
LeMoyne-Owen,1419.7234015661916,2015
Yale,1725.873637765174,2015
High Point,1637.1567092965047,2015
Bethune-Cookman,1260.784434579761,2015
Colorado State,1938.9848674040913,2015
Northwestern State,1679.0503124332365,2015
Mississippi Valley State,1136.3198541487682,2015
Piedmont,1341.8194725488643,2015
Kentucky State,1456.3092481132187,2015
Lewis & Clark,1365.1263076486805,2015
Pacific Union,1407.8973600485315,2015
Creighton,1753.4175273319522,2015
Marist,1385.6694678650542,2015
Wagner,1363.175987753884,2015
Panhandle State,1364.2806502883354,2015
Pacifica,1348.2783710529995,2015
Maryland-Eastern Shore,1457.4076517380179,2015
Crowley's Ridge,1294.9692307065177,2015
Loyola (MD),1398.5231890315313,2015
Oakwood,1275.943983723654,2015
Eastern Washington,1749.2827120208394,2015
St. Catharine,1442.1487652907374,2015
Wabash,1476.2096378883161,2015
Cardinal Stritch,1465.3011372620329,2015
Sul Ross State,1470.0,2015
Willamette,1388.5609473332206,2015
Indiana,1856.1702247836586,2015
Corban,1474.4692608561652,2015
Berry,1474.224312446079,2015
Youngstown State,1391.1350462906764,2015
South Carolina,1843.1361639840409,2015
Cincinnati-Clermont,1450.1880295586561,2015
Georgia,1954.0099904104713,2015
Louisiana State,1909.1601274851773,2015
Madonna,1438.5332150749086,2015
Martin Methodist,1371.206181027225,2015
Southwest Minnesota State,1474.9130533627974,2015
Bethel (TN),1364.013587735467,2015
Southern-New Orleans,1396.46225188815,2015
Utah State,1745.6927435347493,2015
College of Faith,1489.2761108159405,2015
Montreat,1103.2228011821119,2015
Houston Baptist,1426.434643000429,2015
Nevada,1522.9713553261763,2015
Saint Xavier (IL),1456.7264736277632,2015
Florida College,1418.9340975446785,2015
San Diego Christian,1167.6855932714616,2015
Lincoln (MO),1457.822265875357,2015
Alcorn State,1125.485769307761,2015
George Fox,1442.132643627618,2015
Regis,1488.8703174551626,2015
Detroit Mercy,1584.3763420794476,2015
Long Beach State,1645.698320151302,2015
Cal Lutheran,1415.6092748112524,2015
Suffolk,1375.8778595972121,2015
Susquehanna,1440.781007097904,2015
Judson,1274.7056126355963,2015
Texas A&M,1827.5160099610775,2015
Dakota State,1454.7126397300635,2015
Ohio Valley,1437.2956595267462,2015
Pacific (OR),1432.6242594168123,2015
Black Hills State,1428.2314525085737,2015
St. Andrews,1236.880138883014,2015
Saint Louis,1537.0073470480595,2015
Texas Christian,1762.6139658693126,2015
California Baptist,1475.488298185176,2015
Puget Sound,1476.6195233163512,2015
Hillsdale,1411.6004507721386,2015
Eureka,1294.8385739299692,2015
John Carroll,1482.6264052800088,2015
Dalton State,1423.4050823028513,2015
Tennessee,1795.4952353080907,2015
Western Kentucky,1669.2916295512755,2015
Southwestern (TX),1477.3006588605836,2015
Portland,1672.2093141074715,2015
Geneva,1470.7716521943723,2015
Drake,1482.7834068689856,2015
Dayton,1931.1123186744892,2015
Wartburg,1482.5234727707966,2015
Prairie View,1463.2803020350489,2015
Johnson & Wales (CO),1430.3053599184732,2015
Virginia-Lynchburg,1378.514026719233,2015
Graceland (IA),1458.9638978939358,2015
Allen,1261.3067992524375,2015
North Carolina Central,1736.414092665139,2015
Pacific Lutheran,1347.8766075359688,2015
Fisher College,1318.5546758445437,2015
Montana Tech,1334.7640945698474,2015
Wake Forest,1709.8147276778761,2015
Michigan Tech,1468.2584275037138,2015
Coe,1456.0983455386165,2015
Colorado Christian,1344.7145816231994,2015
Warner Southern,1337.8164844358282,2015
Southern Tech,1472.1291658104608,2015
Bacone,1440.937276279611,2015
Arcadia,1442.9024999861945,2015
Upper Iowa,1469.2210585300138,2015
Saint Martin's,1485.0750902520638,2015
Villanova,2252.255931817377,2015
Miami (FL),1901.6474101028543,2015
Nebraska,1698.7426592531162,2015
Buffalo State,1479.3794974274922,2015
Lesley,1438.4096897918614,2015
Nebraska-Omaha,1523.8015867810732,2015
Brewton-Parker,1308.9943381278185,2015
William Jessup,1400.6708347876374,2015
Stephen F. Austin,2010.7983073507733,2015
Hofstra,1564.7850103995602,2015
Vanguard,1296.6210678492048,2015
Presbyterian,1300.3064227168197,2015
Olivet Nazarene,1441.9022548341718,2015
Butler,1939.7663260820448,2015
Hope,1470.6257310837148,2015
Northwestern Ohio,1475.8232791705566,2015
Atlanta Christian,1448.9663132698665,2015
Albertus Magnus,1427.3375524059559,2015
Penn State-Beaver,1450.8237640201057,2015
Mitchell,1454.6368115240487,2015
Belmont,1791.8176273908578,2015
Fisk,1347.687809162103,2015
Tougaloo,1402.6033783271107,2015
Greenville,1461.7702226203285,2015
Texas Lutheran,1372.4026408642376,2015
City Tech,1463.0720975019487,2015
Cal State Los Angeles,1491.3811740109438,2015
South Carolina Upstate,1618.3161118088408,2015
Concordia-St. Paul,1479.4040413695707,2015
Southern Wesleyan,1435.4906030138754,2015
Thiel,1455.9160079273588,2015
Roosevelt,1321.0146514646876,2015
American,1530.431530758242,2015
Mercer,1595.573255259349,2015
Viterbo University,1481.7674271874912,2015
Michigan State,2063.3121516821507,2015
Cornell,1437.648008258813,2015
Northeastern,1708.7699618918296,2015
Wittenberg,1468.3730894732307,2015
Gwynedd-Mercy,1354.7728457329056,2015
Southern California,1678.411631934805,2015
Union (KY),1344.3151485431786,2015
Samford,1424.1614693473377,2015
Oregon,2067.352841444537,2015
Central Florida,1555.2408851291054,2015
Missouri Valley,1414.064951797831,2015
Western State,1322.788302496791,2015
Wilmington (DE),1381.0365339380655,2015
Hampden-Sydney,1453.487859844162,2015
Northern Michigan,1470.4331682257318,2015
Purdue,1945.725156549217,2015
Saint Joseph's (ME),1474.231266272213,2015
Colorado,1779.6563893920202,2015
Fort Valley State,1355.7328256393084,2015
Westminster (UT),1460.7098039360296,2015
Palm Beach Atlantic,1422.6069770677925,2015
Pittsburgh,1843.9208581282962,2015
Culver-Stockton,1433.1743980522922,2015
Open Bible College,1413.6630351187807,2015
Central Connecticut State,1217.9986099376822,2015
Albany (NY),1754.6178711510097,2015
Arkansas-Little Rock,1490.2491312329087,2015
Grambling,939.9405498689401,2015
SUNY-Oswego,1451.8587937698505,2015
North Carolina-Greensboro,1430.814235260899,2015
Westmont,1445.3018039985109,2015
Mississippi State,1655.1220214813302,2015
Millsaps,1427.6374958542333,2015
Lyndon State,1339.6267514453289,2015
Quinnipiac,1472.7741656107607,2015
Doane College,1473.1975695495328,2015
Concordia (AL),1461.457436543984,2015
Charlotte,1568.3067074121684,2015
Trevecca Nazarene,1464.0297202421666,2015
West Florida,1470.0,2015
Rhodes,1469.2485667323658,2015
LaGrange,1398.6138338555572,2015
Indiana Tech,1446.216071751136,2015
Minnesota-Morris,1471.9179462788552,2015
Olivet College,1458.2839540020743,2015
Haverford,1454.9028517468753,2015
Wisconsin,2247.8295046687863,2015
Baptist Bible (PA),1416.3742544572508,2015
Metropolitan State,1471.2240737139473,2015
Georgia Southern,1655.0450389472705,2015
Tennessee Temple,1381.9763665911391,2015
Lipscomb,1501.9699640406257,2015
Alfred,1460.9316436274457,2015
Pfeiffer,1450.098292736077,2015
Indiana-East,1440.3848585798341,2015
Wofford,1838.7088823435738,2015
Florida Southern,1470.9182952561005,2015
Richmond,1844.48681475169,2015
Aquinas,1467.88204144619,2015
Massachusetts,1713.3380536517905,2015
Tennessee State,1243.2250981472193,2015
Siena,1408.0761503919039,2015
Bluefield (WV),1383.9548531320038,2015
Point Loma Nazarene,1470.2214500501775,2015
Penn State,1802.185564058601,2015
Ursinus,1464.29854626921,2015
Virginia Military Institute,1438.1261158744785,2015
North Carolina Wesleyan,1331.5824510105435,2015
Concordia (IL),1419.2183645836947,2015
Missouri State,1494.3233166848315,2015
Goucher,1369.6790134865842,2015
Greenville (IL),1381.1582426953687,2015
Fresno Pacific,1410.2862039504046,2015
Johnson C. Smith,1470.8949134743575,2015
Slippery Rock,1492.5891383959192,2015
Georgia Tech,1653.6628378687315,2015
Marquette,1747.3833251483047,2015
Virginia,2192.123503841953,2015
Temple,1953.1192960064877,2015
Seattle,1526.2987542141452,2015
Tennessee-Martin,1547.8523676609634,2015
Cal State Fullerton,1357.4860503537443,2015
Bob Jones University,1366.914881587498,2015
Quincy,1488.1984286931906,2015
Florida Tech,1410.5962638951244,2015
Minnesota-Crookston,1477.258585953961,2015
UC-Irvine,1798.8572148727797,2015
Hardin-Simmons,1434.2022884009875,2015
San Francisco,1694.873411983057,2015
Mesa State,1493.8761828178083,2015
Wheelock,1414.364518575394,2015
LeTourneau,1438.9254269126022,2015
Oklahoma,2041.8522431489869,2015
Huston-Tillotson,1207.4163758746022,2015
Radford,1591.4043319480375,2015
Alaska-Anchorage,1348.9742550021128,2015
Tulane,1603.6738300201455,2015
McMurry,1437.5222999408402,2015
Southern Virginia,1287.8661081479681,2015
Lafayette,1637.142745606904,2015
St. Joseph's (NY),1396.5857439844062,2015
Mary,1448.1999356281506,2015
Milligan,1190.1883679428672,2015
Chowan,1378.3506925781217,2015
Peru State,1387.4748245396377,2015
Sam Houston State,1777.8733583502342,2015
South Dakota School of Mines,1398.7150191837118,2015
Missouri,1615.9366441458228,2015
Occidental,1429.2915006831302,2015
Berea,1405.8912521084414,2015
Louisiana Tech,1852.2592403628335,2015
Florida Memorial,1386.956991162129,2015
Southwest Assemblies of God,1475.3723550523189,2015
Carroll (MT),1366.4151402340412,2015
Wingate,1458.2838585568782,2015
Siena Heights,1451.1746367250562,2015
Randolph,1353.4030134018421,2015
UC-San Diego,1460.2607807651896,2015
Vassar,1470.0,2015
Hampton,1515.6300777604165,2015
Selma University,1399.2159610457984,2015
North Carolina-Wilmington,1585.9214970765915,2015
Spring Hill,1227.8685278824012,2015
Texas Wesleyan,1463.3518670181652,2015
Central Methodist,1455.853434952058,2015
Hillsdale Baptist/Randall (Ok.),1409.288713417153,2015
Glenville State,1472.5839895213328,2015
Indiana State,1658.0449226887106,2015
St. Katherine,1278.615826810118,2015
Howard,1394.276419190067,2015
South Alabama,1496.723468971375,2015
Shawnee State,1487.3020643358986,2015
Navy,1455.14739488372,2015
Penn State-Abington,1463.8551698290016,2015
Central Michigan,1738.6887559950217,2015
Goldey-Beacom,1456.4095326279937,2015
Lander,1467.652314342793,2015
West Alabama,1369.6277893567133,2015
Alice Lloyd,1392.7455995725952,2015
Marshall,1500.2165844998067,2015
Southwestern Adventist,1462.7636176829485,2015
Loyola (LA),1276.0152095718165,2015
Arizona State,1840.8843086767954,2015
Tennessee Tech,1381.5536150957046,2015
Wesley,1455.9466791387529,2015
Warren Wilson,1282.2066252849286,2015
Toccoa Falls,1220.0872815360722,2015
Hiram,1460.4991345211358,2015
Robert Morris,1637.124954308563,2015
St. Francis (NY),1636.6977555439205,2015
Millikin,1470.0,2015
Academy of Art,1464.919841335993,2015
Fairleigh Dickinson-Florham,1456.355499723399,2015
Mayville State,1304.2413693510036,2015
Furman,1444.7145111631767,2015
Rust,1451.150595188525,2015
Dickinson State (ND),1470.446379942762,2015
Western New Mexico,1346.1119177041653,2015
Morris College,1429.6369192898674,2015
Jacksonville,1362.8393124960708,2015
Coast Guard,1447.2860147730478,2015
Crown College,1470.9702406896645,2015
New Hampshire,1495.1727902261073,2015
Houghton,1445.4496073048526,2015
Champion Baptist,1159.8432395539871,2015
Towson,1383.4528735884094,2015
Alabama-Birmingham,1761.9712033427397,2015
Webber,1221.9091701793582,2015
Stetson,1322.90854128431,2015
Southern Illinois,1534.3254211850733,2015
Pace,1479.4085662690823,2015
Clemson,1794.623155223347,2015
Baylor,2044.5558659085743,2015
Cal Poly,1558.6236772484467,2015
Murray State,1905.6023462386927,2015
Delaware State,1492.1083708569633,2015
Hartwick,1447.4978078051495,2015
Marietta,1487.2150992223274,2015
Maine-Fort Kent,1439.468961391545,2015
Minnesota,1830.9369155999211,2015
Tiffin,1484.8837121102915,2015
Centenary (LA),1141.1803497336714,2015
Peace,1479.2613429744029,2015
William & Mary,1636.9272276207457,2015
Ferris State,1410.6974103556904,2015
Albion,1434.625743853683,2015
Rosemont,1460.1098832280718,2015
Florida,1888.4375361021926,2015
Brevard,1261.0553010095775,2015
Duquesne,1637.848201169557,2015
Catholic,1469.609620784562,2015
Calumet College,1473.9801100490513,2015
Vanderbilt,1860.7239394681962,2015
Boston University,1498.333113670444,2015
Kean,1426.914279703502,2015
Akron,1703.472539395356,2015
Colorado-Colorado Springs,1465.358421815656,2015
Lamar,1494.2117763137028,2015
Northwest Indian College,1454.0077102404496,2015
Hanover,1489.5836106332697,2015
Maine-Machias,1432.0694746921065,2015
Wayne State (NE),1433.2150021847037,2015
Southeastern Louisiana,1273.2569508726954,2015
Old Westbury,1468.2729799614476,2015
Truman State,1424.8495507893022,2015
Utah,1973.9214751262796,2015
Long Island University,1393.9169496931486,2015
Tabor College,1359.3715631160983,2015
Rhode Island,1869.9895934954268,2015
Bluefield State,1444.4909245611232,2015
Mount Saint Vincent,1431.692023893562,2015
Portland State,1509.1899092667636,2015
Washington College,1374.9438894349598,2015
Northeastern State,1470.0,2015
Paine,1456.0608560492885,2015
New Hope Christian,1462.0830145633374,2015
Wisconsin-Parkside,1462.677617403004,2015
Belhaven (MS),1427.0877088685943,2015
Northwood (TX),1389.8421468541728,2015
West Virginia Tech,1339.2735937039697,2015
Buffalo,1867.1840461023864,2015
Westminster (PA),1481.1966715440847,2015
Abilene Christian,1302.2421726369048,2015
Shenandoah,1360.4176096202073,2015
Marygrove,1402.9648383073963,2015
South Dakota State,1775.954057460321,2015
Bucknell,1629.9127398880858,2015
Louisiana State-Alexandria,1369.7056559415826,2015
Virginia Tech,1575.4509155816088,2015
Midwestern State,1495.420223877961,2015
Greensboro,1273.1458292461102,2015
Whittier,1457.7474121754758,2015
Baker,1480.059668144857,2015
Earlham (IN),1450.404501647805,2015
Columbia,1484.9521641159533,2015
Lynchburg,1436.6158572183158,2015
Southern Poly,1480.216407822012,2015
Grace Bible,1476.7206720253232,2015
Jamestown,1471.1838798823471,2015
North Texas,1544.9613077922347,2015
Lindsey Wilson,1452.714492714366,2015
Rowan,1478.3853997422138,2015
Trinity Baptist,1251.8302922590146,2015
Paul Quinn,1462.6182410880563,2015
Western Oregon,1472.4127450166445,2015
Bluefield College (VA),1335.804189680156,2015
Penn State-Harrisburg,1451.7602580482244,2015
Science and Arts of Oklahoma,1473.9761492802843,2015
Clayton State,1480.3870958797506,2015
Northwood (MI),1442.5320425865511,2015
Utah Valley,1383.5063484485202,2015
Limestone,1444.0613975017968,2015
Manchester,1406.7743388281522,2015
Menlo,1383.7676887429877,2015
Bowling Green State,1653.2992953974551,2015
Elon,1503.189095639636,2015
Memphis,1848.9080621185442,2015
Master's,1447.237593175703,2015
Urbana,1368.706950554101,2015
UC-Merced,1413.3743282264727,2015
Illinois State,1842.8647154417936,2015
Marymount (VA),1445.7605667210469,2015
Appalachian State,1511.8382582336314,2015
Rochester (MI),1182.4766713193674,2015
Purdue Calumet,1407.2344961076308,2015
Sioux Falls,1481.7793139572595,2015
Kansas State,1816.7597068172704,2015
Ohio Dominican,1424.4467804997125,2015
Taylor (IN),1471.7571948991967,2015
Walla Walla,1322.2223086441315,2015
MacMurray,1371.3224484670259,2015
Western Michigan,1696.9919831683085,2015
Montana,1685.9663006693822,2015
Mobile,1386.8028729618886,2015
Trinity Christian,1414.3901027851764,2015
Fayetteville State,1468.9089630615167,2015
Texas A&M-Kingsville,1434.7233059670657,2015
Aurora,1473.1246591885704,2015
Evergreen State,1338.16663075636,2015
Avila,1465.241610170114,2015
Immaculata,1476.8562535001083,2015
Dillard,1223.7997277688398,2015
Salisbury,1411.7109894703858,2015
Arkansas-Pine Bluff,1366.8843238278992,2015
Nicholls State,1391.0367390269341,2015
Manhattan,1728.667152954215,2015
St. Francis (IL),1396.509037662669,2015
Montana Western,1392.0926753466244,2015
Blue Mountain College,1367.677803088283,2015
San Diego State,1993.2559402566753,2015
Southern Vermont,1482.1298975475954,2015
Northwest Christian,1473.2291708856917,2015
La Salle,1718.6086192709072,2015
Morgan State,1247.908732900006,2015
Cal State Northridge,1456.1691450614921,2015
Xavier,1981.7171505910112,2015
Delaware,1542.4057379964895,2015
Union (NY),1475.3725095626337,2015
Ohio Mid-Western,1456.5465633574065,2015
North Carolina,2066.7823460253067,2015
Connecticut,1956.1345600428376,2015
West Virginia Wesleyan,1469.6549115637908,2015
Northern Colorado,1495.7891577328537,2015
Fairleigh Dickinson,1235.9807869779302,2015
William Woods,1462.2210004261538,2015
Northern Kentucky,1457.1725240190478,2015
Jacksonville State,1404.4233690155024,2015
Hiwassee,1253.693390852599,2015
Florida Atlantic,1378.3267126717121,2015
Southern Mississippi,1539.7198178025033,2015
Catawba,1443.2743122521501,2015
Mount Ida,1465.5668639136375,2015
Nevada-Las Vegas,1748.4898099691682,2015
Louisiana-Lafayette,1668.6024035659216,2015
Dartmouth,1620.890811899993,2015
Dowling,1468.0225007277254,2015
Pacific,1548.098913969777,2015
Queens (NC),1470.0,2015
North Carolina A&T,1248.9412806704274,2015
Illinois-Chicago,1481.5362018829892,2015
Colby-Sawyer,1449.0973879834828,2015
DePaul,1632.9717474973877,2015
Notre Dame de Namur,1443.1758447482352,2015
Harris-Stowe,1389.8786596847765,2015
Indiana-Kokomo,1390.0399915494954,2015
St. Thomas (FL),1481.568770818386,2015
University of California,1823.9356397198849,2015
McNeese State,1490.400329772445,2015
East Carolina,1651.4281576741691,2015
Missouri-Kansas City,1462.441420218533,2015
College of Idaho,1444.7805243374626,2015
Ouachita,1495.057727087109,2015
North Park,1493.7502667475399,2015
Central Pennsylvania College,1192.3765213785323,2015
Cal State Monterey Bay,1441.5955281324136,2015
Hope International,1386.7598011190348,2015
Holy Names,1351.4271407409487,2015
Seton Hall,1722.7416384143005,2015
Cumberland University,1476.8887068934605,2015
Johnson & Wales (RI),1429.05658323187,2015
Coppin State,1338.7022820990978,2015
UC-Santa Cruz,1323.1418701654477,2015
Massachusetts Institute of Technology,1443.9566135581265,2015
Iowa Wesleyan,1398.3520984936192,2015
Providence,1966.9615288154791,2015
Philander Smith,1423.2084436770358,2015
Bethesda,1464.622765696737,2015
Georgetown,1984.2752694088545,2015
Jarvis Christian,1298.0406982976913,2015
Campbellsville,1417.570110736896,2015
Iona,1769.9852514747788,2015
Texas-El Paso,1778.1642732485504,2015
Asbury,1417.0214186001317,2015
Brown,1455.1038040256349,2015
Sonoma State,1401.3467645659741,2015
Goshen,1490.1763444570179,2015
Southern Arkansas,1445.0632266205907,2015
Marian (IN),1470.0,2015
Duke,2209.826121844312,2015
Wentworth,1430.3773902696,2015
Saint Rose,1493.9755810547292,2015
Defiance,1475.3128368011244,2015
Hawaii,1709.3589904414644,2015
Florida National University,1423.1267959149407,2015
Anderson (SC),1438.9695797050704,2015
Holy Cross,1528.1419711898652,2015
George Mason,1515.6109728389715,2015
Tulsa,1938.67257172597,2015
Morehead State,1626.8412164643664,2015
Cincinnati,1935.6077135945052,2015
Texas-Rio Grande Valley,1334.8120301591566,2015
Worcester Tech,1475.6564672704153,2015
College of Charleston,1371.0198162173265,2015
Wiley,1433.0448998892186,2015
La Verne,1336.1699319464703,2015
Morrisville State,1455.2618986568914,2015
Dickinson College,1457.0864959089884,2015
Alabama-Huntsville,1399.6820626247234,2015
Emporia State,1464.992811009306,2015
Barry,1472.5839895213328,2015
Texas State,1423.116458612827,2015
Campbell,1276.320792790445,2015
NYIT,1444.9247215714895,2015
Texas Southern,1674.1837787097227,2015
Rutgers,1559.82096867227,2015
Ball State,1316.9521596411432,2015
Saint Joseph's (IN),1383.1807851079814,2015
Cal State Bakersfield,1478.0715495762292,2015
Milwaukee,1677.4081131801067,2015
Liberty,1214.9852397484858,2015
Southern,1511.1813531688204,2015
Thomas (ME),1446.480816381825,2015
Mercy,1454.7251184029997,2015
Presentation,1470.09609953738,2015
Texas A&M-International,1397.2087471463178,2015
San Jose State,1224.8304167271567,2015
Purdue North Central,1470.0,2015
Northern Arizona,1641.7761259427295,2015
Adams State,1472.0547906390816,2015
Jackson State,1291.9790528422309,2015
Charleston Southern,1601.753693124345,2015
Hood,1451.1566992498867,2015
San Diego,1692.2004329922966,2015
Eastern Michigan,1699.3517621482,2015
Regis (CO),1476.4764331010583,2015
Michigan-Dearborn,1465.552622118774,2015
Cal State San Marcos,1419.9945022002319,2015
Arkansas State,1403.8370642061418,2015
Linfield,1436.2392005046304,2015
Emerson,1473.6960586131995,2015
Florida Gulf Coast,1651.0159634139263,2015
Nova Southeastern,1482.8622424197397,2015
Philadelphia,1479.9079952429279,2015
Kentucky Christian,1438.921783314086,2015
Louisiana State-Shreveport,1468.4283248074908,2015
Southwestern (AZ),1467.856205055197,2015
Cameron,1348.5812211258362,2015
Eastern Oregon,1430.8862384247086,2015
Waldorf,1353.9773616248167,2015
Mississippi,1863.2324029583524,2015
Cornerstone,1457.9036882064565,2015
Middle Georgia State,1463.0407142767654,2015
Rio Grande,1411.0564162735975,2015
North Greenville,1348.6610813393972,2015
Rice,1532.8604901155677,2015
Reinhardt,1216.7610843880477,2015
Bradley,1442.8313746466342,2015
Southwestern Christian,1463.0981969040201,2015
Mount Olive,1491.2560184201154,2015
Maryland,2069.282332280232,2015
Auburn,1784.3178999879199,2015
Penn State-Mont Alto,1462.8845737777194,2015
Chapman,1463.8653448978591,2015
Concordia (OR),1446.8295078903795,2015
Florida A&M,1127.959838144002,2015
Old Dominion,1797.474227504422,2015
Mississippi College,1410.5392900077666,2015
Barber-Scotia,1320.4608764503382,2015
Clearwater Christian,1473.4254321442495,2015
Troy,1343.3205505763835,2015
Cincinnati Christian,1263.5230444429665,2015
Emory,1464.0019064980559,2015
Elmhurst,1490.0888368012786,2015
North Carolina-Asheville,1471.7162626914098,2015
Chestnut Hill,1473.50335689543,2015
Henderson State,1431.2971034959003,2015
Idaho State,1297.3444656199133,2015
Bryant,1524.3374075542424,2015
Nichols,1480.888312551559,2015
Great Falls,1395.0951970206327,2015
Syracuse,1908.325993403732,2015
Southeast Missouri State,1497.3782988807109,2015
Portland Bible College,1462.357550240388,2015
Caldwell,1446.0425056799877,2015
Gonzaga,2169.7538782886463,2015
Saint Francis (PA),1437.9120280978677,2015
St. Edward's,1338.9029717846463,2015
Savannah State,1277.7918921615612,2015
